Date,Close,High,Low,Open,Volume,MA_7,MA_30,Volatility
2022-03-07,156.5546417236328,162.17606497919274,156.29911294194886,160.54466966467405,96418800.0,161.2340044294085,164.735519917806,0.0366063354798321
2022-03-08,154.72666931152344,160.07291833180403,153.11493379768748,156.08289108388198,131148300.0,160.19367109026228,164.6053248087565,0.04457877789037872
2022-03-09,160.1417694091797,160.59384851613538,156.66278322228217,158.69710171402272,91454900.0,159.88901846749442,164.71583048502603,0.024770870112909276
2022-03-10,155.78805541992188,157.62582286314418,153.291821624197,157.43909494191072,105342000.0,159.23196629115515,164.6841583251953,0.027528113271651205
2022-03-11,152.06341552734375,156.53500490118736,151.83738349184966,156.19103072019064,96970100.0,157.57109723772322,164.54370829264323,0.030076127852394302
2022-03-14,148.0242156982422,151.4638968278343,147.51318815597864,148.83991330847238,108732100.0,155.37952750069755,163.9051305135091,0.0265433416617744
2022-03-15,152.4171600341797,152.88889846379408,147.78834103669757,148.29936850838678,92964300.0,154.24513244628906,163.26739349365235,0.03439365574107655
2022-03-16,156.83961486816406,157.24255250796213,151.79803572553402,154.34339594526026,102300200.0,154.2858428955078,162.78263244628906,0.035275346567851036
2022-03-17,157.85189819335938,158.22535413843605,154.91343692811435,155.8765435805617,75615400.0,154.7323041643415,162.29137268066407,0.021247053175835893
2022-03-18,161.15399169921875,161.64537478221072,157.00671727910074,157.7437919035887,123511700.0,154.8769073486328,162.0063705444336,0.029406276133802336
2022-03-21,162.5298614501953,163.48314576119236,160.20069560988745,160.6920786569655,95811400.0,155.84002249581474,161.7767303466797,0.020426956815413816
2022-03-22,165.9105682373047,166.5002188572966,162.067949464373,162.6576000843649,81532000.0,157.8181871686663,161.6836944580078,0.02724907653023744
2022-03-23,167.27662658691406,169.66474104201137,164.76073274272346,165.09488461775757,98062700.0,160.5685315813337,161.5323486328125,0.029704180784535555
2022-03-24,171.0701141357422,171.13889996970468,167.27663612578863,168.11197837145693,90131400.0,163.23323931012834,161.45995178222657,0.02297435246037062
2022-03-25,171.70887756347656,172.25922412685,169.7728273342969,170.88335771841636,80546200.0,165.35741969517298,161.5451237996419,0.014550257121294532
2022-03-28,172.57369995117188,172.70144932243193,169.0357366736293,169.202805078983,90371900.0,167.46053423200334,161.77312418619792,0.021664609207226224
2022-03-29,175.87583923339844,175.92496554492044,173.3009816876461,173.6449558432296,100589400.0,169.56365530831474,162.10333404541015,0.015111201154862962
2022-03-30,174.70632934570312,176.51461532464543,173.6547624474948,175.4728856845117,92633200.0,171.3031507219587,162.26647338867187,0.016297975986400908
2022-03-31,171.60081481933594,174.9618735812638,171.39442730950734,174.77514559518622,103049300.0,172.1160430908203,162.3339579264323,0.020411633814451956
2022-04-01,171.30596923828125,171.86615315495757,168.9768182066353,171.03079590947166,78751300.0,172.69166346958704,162.5118387858073,0.01689365317490323
2022-04-04,175.36477661132812,175.41391791306214,171.4337124057241,171.56147679106857,76468400.0,173.30518668038505,162.87677205403645,0.023199879027534984
2022-04-05,172.04299926757812,175.22716624153688,171.4140296796648,174.44095050769076,73401800.0,173.35291835239954,163.22860056559244,0.021859182438380323
2022-04-06,168.8686981201172,170.6376800716011,167.19799877542366,169.3895629453013,89058800.0,172.8236323765346,163.613845316569,0.020306335504792408
2022-04-07,169.17335510253906,170.37233093887772,166.9228273416991,168.21024852764788,77594700.0,171.8661346435547,163.9217783610026,0.02050709530110255
2022-04-08,167.15866088867188,168.81953778376487,166.28399977180155,168.81953778376487,76575500.0,170.78789629255022,164.09343363444012,0.01501922138426305
2022-04-11,162.89346313476562,166.1169343880837,162.6477716368248,165.80245706854532,72246700.0,169.54398890904017,164.11407114664715,0.02092347008961807
2022-04-12,164.7705841064453,166.9424890030797,163.76815838717138,165.12438053702303,79265200.0,168.61036246163505,164.2601765950521,0.019223875999320267
2022-04-13,167.4633331298828,168.09230281785548,163.89590247589382,164.5052126435429,70618900.0,167.48158482142858,164.38597106933594,0.025509224142669613
2022-04-14,162.44140625,168.3183584761883,162.19571471867903,167.67955149726123,75329400.0,166.10992867606026,164.3551778157552,0.03651395595251985
2022-04-18,162.22520446777344,163.72883537462482,160.75105534373716,161.09501447518673,69023900.0,165.16085815429688,164.41742045084635,0.0184846194066814
2022-04-19,164.5150146484375,164.92778954530513,161.0851710674028,162.17604187582518,67723800.0,164.49538094656808,164.68276621500652,0.02369411926358733
2022-04-20,164.34796142578125,165.9695343967265,163.23744599263426,165.851592274227,67929800.0,164.09385245186942,165.00347595214845,0.01647309119332938
2022-04-21,163.55191040039062,168.5738450907259,163.0507051558019,165.99900305629262,87227800.0,164.1879163469587,165.11714731852214,0.03327212714073374
2022-04-22,159.00172424316406,164.97694406303006,158.7167286660117,163.5912552281569,84882400.0,163.3637935093471,165.2242696126302,0.03826742076333713
2022-04-25,160.07293701171875,160.35793256447772,155.72911292478716,158.34325918812343,96046400.0,162.30802263532365,165.4912536621094,0.029232817762019057
2022-04-26,154.0977325439453,159.54225031873102,154.0191094538627,159.453804965821,95623200.0,161.11606924874442,165.6937042236328,0.03463787437403703
2022-04-27,153.8717041015625,157.03619732481974,152.7022099776654,153.2230748402012,88063200.0,159.92271205357142,165.7421890258789,0.028285474310408655
2022-04-28,160.81983947753906,161.68467841985887,156.19100467866673,156.50549701980856,130216800.0,159.39482988630022,165.87486317952474,0.035102113636921124
2022-04-29,154.93304443359375,163.335696219265,154.53994405594406,159.05083612128337,131747600.0,158.04984174455916,165.7775680541992,0.0553015147723825
2022-05-02,155.2377166748047,155.50305268536604,150.6285419517243,154.00925923244077,123055300.0,156.86209978376115,165.58035888671876,0.031650764102987006
2022-05-03,156.73153686523438,157.94034999172632,153.62600731797474,155.42445612408045,88966500.0,156.53778730119978,165.3870814005534,0.02775845437289033
2022-05-04,163.15882873535156,163.61089273431188,156.5153204398764,156.91825813151257,108256500.0,156.97862897600447,165.29535675048828,0.04521827083046448
2022-05-05,154.06822204589844,161.25223873479916,152.2795808204663,161.02620676532553,130525300.0,156.9744131905692,164.8550765991211,0.055721724398621254
2022-05-06,154.7965545654297,156.92245186539364,151.74549742097102,153.54660360417492,116124600.0,157.10653468540735,164.312624613444,0.033715851232816584
2022-05-09,149.65896606445312,153.36944186699063,149.0979741892278,152.48364388073944,131577900.0,155.51212419782365,163.57762756347657,0.02801262856168112
2022-05-10,152.0702667236328,154.26506562042874,150.5152132745714,153.06432833720223,115366700.0,155.10315595354353,162.89417978922526,0.024498538533396057
2022-05-11,144.18675231933594,152.99542804107662,143.50764507620434,151.0762217134339,142689800.0,153.52444675990515,161.83787689208984,0.06280129895536442
2022-05-12,140.3090057373047,143.8915303163757,136.60838073824038,140.51569649014897,182602000.0,151.1783708844866,160.69129943847656,0.05183157298477268
2022-05-13,144.78713989257812,145.7615132406745,140.85029972421802,142.3069263815123,113990900.0,148.55384390694755,159.7975102742513,0.03451141586242931
2022-05-16,143.24188232421875,145.19062846815098,141.90335644559067,143.25173403327395,86643800.0,147.0072239467076,158.8620407104492,0.02294751993575692
2022-05-17,146.8834991455078,147.40512922042456,144.36390904477065,146.5094945567554,78336300.0,145.87678745814733,157.91266479492188,0.02075783678631002
2022-05-18,138.59645080566406,145.03317719827086,137.69096444615863,144.5312355358542,109742900.0,144.29642813546317,156.79777984619142,0.05080017980120866
2022-05-19,135.1812744140625,139.42321789277696,134.4431167780582,137.67132497142188,136095600.0,141.8837149483817,155.67486572265625,0.03617384459510754
2022-05-20,135.41748046875,138.47837485147704,130.51611778165204,136.89379579769508,137426100.0,140.63096182686942,154.54966990152994,0.058163754050562046
2022-05-23,140.85025024414062,140.99787569145258,135.47645869426304,135.61424745103693,117726300.0,140.70828247070312,153.67272288004557,0.04071413661151659
2022-05-24,138.14373779296875,139.728316741357,135.16158222827767,138.58662935862338,104132700.0,139.75922502790178,152.847732035319,0.03295220133582941
2022-05-25,138.30120849609375,139.55114451962976,136.15562265268915,136.2441979580696,92482700.0,139.05341448102678,151.96541951497395,0.024922322695793732
2022-05-26,141.50970458984375,142.06085975579472,134.97455116041425,135.2206036464889,90601500.0,138.28572954450334,151.1002985636393,0.05240553883272413
2022-05-27,147.27719116210938,147.31655295622195,142.96634634088457,143.09429845299417,90978500.0,139.52583530970983,150.5948247273763,0.030400977973042077
2022-05-31,146.4898223876953,148.28109191355486,144.5214022588055,146.71620151537235,103718400.0,141.14134216308594,150.0703119913737,0.02562559291964385
2022-06-01,146.36184692382812,149.34400143591907,145.34809700677113,147.53304397850013,74286600.0,142.70482308523995,149.4652064005534,0.027084809757807624
2022-06-02,148.82240295410156,148.8814531521364,144.5410833823405,145.49576829817823,72348100.0,143.8437020438058,148.94768778483072,0.029831587685084895
2022-06-03,143.08448791503906,145.63358880417184,142.1790163063923,144.58047665044347,88570300.0,144.54952348981584,148.26544036865235,0.023893768908590338
2022-06-06,143.83242797851562,146.22406574159243,142.61200234875395,144.70837415100206,71598400.0,145.3396977015904,147.75979715983073,0.024960983868627527
2022-06-07,146.36184692382812,146.64726115984234,141.824639115417,142.07069156702747,67808200.0,146.0328608921596,147.3027608235677,0.03394522819050319
2022-06-08,145.6237030029297,147.50353249308398,145.13159805431155,146.23390833350376,53950200.0,145.79664829799108,147.02029317220052,0.016220139814378413
2022-06-09,140.38772583007812,145.61387897508678,140.27946212008615,144.75762100742102,69473000.0,144.92492021833147,146.5708272298177,0.036850680591988705
2022-06-10,134.9647216796875,138.53739375627023,134.89581977133565,138.0649771627602,91437900.0,143.29675946916853,145.70898996988933,0.026375798263752664
2022-06-13,129.79763793945312,133.0652077917095,129.36458307542827,130.77199636565416,122207100.0,140.57893589564733,144.8711430867513,0.02829829641763544
2022-06-14,130.66372680664062,131.77588901971137,129.40393908646058,131.0278947539339,84784300.0,138.8045414515904,144.05201009114583,0.018102633318693197
2022-06-15,133.2915496826172,135.1713943388265,130.07319387777778,132.1695509120254,91533000.0,137.2987016950335,143.2706771850586,0.03857318441251405
2022-06-16,128.00634765625,130.29955871287268,127.00244927117836,129.99445602178534,108123900.0,134.6764875139509,142.09892781575522,0.02536346197057639
2022-06-17,129.48268127441406,130.97868486516475,127.76031356055556,128.0162178037558,134520300.0,132.3706272670201,141.27940979003907,0.025140340496099003
2022-06-21,133.72462463378906,134.8958370832566,131.21490083390682,131.31331283551427,81000500.0,131.41875566755022,140.57701212565104,0.028031706533522507
2022-06-22,133.21282958984375,135.5847642777482,131.7955647861074,132.66165937450523,73409200.0,131.1684853690011,140.0288075764974,0.028562883273937134
2022-06-23,136.08673095703125,136.40167037101077,133.48841696582116,134.65962935518908,72433800.0,132.06692722865515,139.49602305094402,0.021634200384625858
2022-06-24,139.4232177734375,139.66927031856164,137.5630611330131,137.6909982443359,89116800.0,133.3182830810547,139.33723856608074,0.01529663676205639
2022-06-27,139.4232177734375,141.224324205889,138.74411034603793,140.44678975329754,70207900.0,134.1942356654576,139.30771230061848,0.017659455685727625
2022-06-28,135.2698211669922,141.15539260379745,135.15172077587945,139.8857683457784,67083400.0,135.23187473842077,138.99046834309897,0.04291838904639496
2022-06-29,137.03155517578125,138.4488199898158,134.51197995876558,135.28951427489562,66242400.0,136.31028529575892,138.78345743815103,0.02909937294217003
2022-06-30,134.5612335205078,136.18517450960888,131.65781613685516,135.0828637784788,98964500.0,136.42980085100447,138.37271525065105,0.03351541599072181
2022-07-01,136.73631286621094,136.84457658654097,133.51795639594204,133.89194605156405,71051600.0,136.9331556047712,138.31071065266926,0.02484555859183489
2022-07-05,139.32476806640625,139.3739815709903,134.76787086684834,135.59461869744254,73353800.0,137.39573233468192,138.4488271077474,0.033969716116977765
2022-07-06,140.66331481933594,141.84436401241877,138.85237172208522,139.11811267133183,74064300.0,137.57288905552454,138.62368825276693,0.021506849344643992
2022-07-07,144.03916931152344,144.23600834868253,141.01763677774284,141.02747347335122,66253700.0,138.23231070382255,138.72998555501303,0.022820883702123783
2022-07-08,144.71824645996094,145.2202032222622,142.71046446431882,142.9663536838273,64547800.0,139.58208574567522,138.94913584391276,0.01755475112342667
2022-07-11,142.58248901367188,144.32454481016836,141.50970378477396,143.36985996820178,63141600.0,140.3750762939453,139.0918451944987,0.019633422436338494
2022-07-12,143.5568389892578,146.10593871300307,142.75963147099264,143.45841200420188,77588800.0,141.66016278948103,139.1600830078125,0.02332597437306369
2022-07-13,143.1927490234375,144.137582416121,139.87595039979414,140.73222349561755,71185600.0,142.58251081194197,139.02393493652343,0.03028184953291511
2022-07-14,146.12564086914062,146.59805740261146,140.98806413686148,141.80496013260634,78140700.0,143.55406406947546,139.0117955525716,0.039561333119122875
2022-07-15,147.79879760742188,148.47790483542687,145.85990291969932,147.4149563504431,76259900.0,144.57341875348772,139.0596939086914,0.0177594050192837
2022-07-18,144.74777221679688,149.17671722622794,144.38360430388153,148.3598211223461,81420900.0,144.67464773995536,138.9238728841146,0.032307351721553586
2022-07-19,148.61572265625,148.8420867705286,144.59030701772662,145.58435379595355,82982400.0,145.23143005371094,139.10824737548828,0.02920492238308205
2022-07-20,150.6234893798828,151.29275997844778,147.99565052411046,148.73380801228873,64823400.0,146.38014439174108,139.3346160888672,0.022167854762818295
2022-07-21,152.89703369140625,153.11356109876007,149.54087389527504,152.06044916137068,65086600.0,147.71445792061942,139.55245564778645,0.023495177235032357
2022-07-22,151.65692138671875,153.8123437761435,150.98766576840873,152.93639744167697,66675400.0,148.92362540108817,139.7535629272461,0.018469625641678786
2022-07-25,150.53488159179688,152.59187641055533,149.8754628468391,151.57814154703897,53623900.0,149.5535169328962,140.09180145263673,0.017920879197963056
2022-07-26,149.20628356933594,150.67274726640133,148.418912346439,149.85585093670824,55138700.0,149.75458635602678,140.56652018229167,0.01504001949789904
2022-07-27,154.3142852783203,154.84576710893515,149.75740301368916,150.17076942758217,78620700.0,151.12123107910156,141.3837417602539,0.03388385179513772
2022-07-28,154.8654327392578,155.15084700049968,151.97185324970047,154.5012648665478,81378700.0,152.01404680524553,142.19046529134116,0.0205758428809311
2022-07-29,159.9439697265625,161.04629519406532,156.98150288420325,158.69403377664,101786900.0,153.34554399762834,143.078879292806,0.02561402097562923
2022-08-01,158.9597625732422,161.00692131549803,158.34955713719083,158.4676575395611,67829400.0,154.2116481236049,144.11065979003905,0.016769126391887254
2022-08-02,157.48342895507812,159.84554184971918,157.1094393855953,157.57201926429306,59907000.0,155.04400634765625,145.0440180460612,0.01736413912126535
2022-08-03,163.50682067871094,163.95954889245084,158.21176579536746,158.30034109572696,82507500.0,156.8971405029297,146.03675791422526,0.03630935383523653
2022-08-04,163.1918487548828,164.55006328617097,161.83363422359466,163.38868774052628,55474100.0,158.89507838657923,147.0360585530599,0.016625563863333102
2022-08-05,162.96519470214844,163.45798329811657,160.64908228561242,160.8560601129534,56697000.0,160.13092258998327,147.9320073445638,0.017462201986867862
2022-08-08,162.4921112060547,165.3897106347166,161.8317762742878,163.97047703384425,60276900.0,161.22044808523995,148.7009704589844,0.02169862785539401
2022-08-09,162.5413818359375,163.42841029450733,160.89546979944944,161.65436841608152,63135500.0,161.5915069580078,149.47157592773436,0.015668865121778588
2022-08-10,166.799072265625,166.89762095148,164.49281044366623,165.26155937141485,70170500.0,162.71140834263392,150.52255096435547,0.01455154191307804
2022-08-11,166.05990600585938,168.52384897861626,165.76422984138568,167.6072543726192,57149200.0,163.9366193498884,151.49016265869142,0.016464795319034782
2022-08-12,169.61781311035156,169.68679568241564,166.9567430947443,167.37069868197673,68039400.0,164.8096182686942,152.6587153116862,0.01631141298429271
2022-08-15,170.69212341308594,170.8892358519702,168.8786649134066,169.04621123839397,54091700.0,165.88108607700892,153.7905756632487,0.01189361727680626
2022-08-16,170.534423828125,171.2046241525694,169.18418785976604,170.28802952506885,56377100.0,166.96240452357702,154.83089752197264,0.01186481691307568
2022-08-17,172.032470703125,173.60938490139674,170.08103242735956,170.27814482230454,79542000.0,168.3253130231585,155.87653605143228,0.02072111178871032
2022-08-18,171.6382293701172,172.3774121237158,170.623086258272,171.24400458368257,62290100.0,169.62486267089844,156.79650472005207,0.010244597290917179
2022-08-19,169.0462188720703,171.23420163153378,168.83924102673046,170.5344351473727,70346300.0,169.94588361467635,157.60743713378906,0.01404385338793092
2022-08-22,165.15318298339844,167.41014821395845,164.72937695607638,167.2426018901802,69026800.0,169.81635175432478,158.35979359944662,0.016029236735041943
2022-08-23,164.81805419921875,166.2767191348891,164.24641767665275,164.67022364972456,54147100.0,169.13067190987724,159.068500773112,0.012329499609808465
2022-08-24,165.11373901367188,165.68537556627746,163.85220146265053,164.90677623350408,53841500.0,168.33375985281808,159.79920043945313,0.01111642678061452
2022-08-25,167.5776824951172,167.68609658373745,165.92192009296824,166.34571105112042,51218200.0,167.91136823381697,160.51426849365234,0.01060548227917376
2022-08-26,161.2601318359375,168.58297803338863,161.20099961189769,168.10990520235598,78961000.0,166.3724626813616,160.96297963460287,0.043911620868533376
2022-08-29,159.0524444580078,160.55051089039753,157.514946518142,158.82575088680454,73314000.0,164.57449340820312,161.43980204264324,0.01911254538578555
2022-08-30,156.61807250976562,160.21542318351743,155.4452332651624,159.79163221679283,77906200.0,162.7990439278739,161.70654703776043,0.029852563943293487
2022-08-31,154.95245361328125,158.26399371424608,154.87360563007792,157.99788365077418,87991100.0,161.341796875,161.85084584554036,0.021458439858992078
2022-09-01,155.68177795410156,156.13513503517575,152.43922061054926,154.3808088580502,74229900.0,160.03661455426897,161.94367065429688,0.023940245241394008
2022-09-02,153.56277465820312,158.04715373707748,152.7348934543625,157.44595106884975,76957800.0,158.38647678920202,162.0071990966797,0.033740215271664764
2022-09-06,152.30125427246094,154.82432967651317,151.47337297526548,154.21327658173306,73714800.0,156.2041299002511,162.06607818603516,0.021729365820663885
2022-09-07,153.7106170654297,154.410368411757,151.3945047755551,152.587059729615,87449600.0,155.12562779017858,162.21622263590496,0.019764871552974482
2022-09-08,152.2322540283203,154.10484460794962,150.47791285622748,152.4096506976959,84923800.0,154.15131487165178,162.14682159423828,0.02379725781877257
2022-09-09,155.1002655029297,155.54378723487187,152.51805827855026,153.2276750032018,68028800.0,153.93448529924666,162.15464935302734,0.019746621857039796
2022-09-12,161.07289123535156,161.89092220059695,157.0024672047199,157.28827800524363,104956000.0,154.808833530971,162.192280069987,0.03107958875177008
2022-09-13,151.62118530273438,158.2245492067868,151.15796283866058,157.59378043168627,122656600.0,154.22874886648995,161.94766082763672,0.04484051558868116
2022-09-14,153.0700225830078,154.834214539109,151.39454402174968,152.5575181275311,87965400.0,154.15835571289062,161.80054728190103,0.022546712607660047
2022-09-15,150.17239379882812,153.00101060134492,149.19668199140034,152.41950862141564,90481100.0,153.85423278808594,161.35606638590494,0.024959591094036965
2022-09-16,148.52647399902344,149.167108171916,146.23007742711988,149.0291279719984,162278800.0,153.11364092145647,160.86722056070963,0.01970776307131024
2022-09-19,152.251953125,152.33080110123336,146.94955831205283,147.15652109079085,81474200.0,153.116455078125,160.510112508138,0.0365681571519381
2022-09-20,154.63702392578125,155.80001259569255,150.8721276389919,151.1875044560908,107689800.0,153.05027770996094,160.24827626546224,0.03259452541682661
2022-09-21,151.50291442871094,156.4505157277147,151.38464998799563,155.07069875161233,101696800.0,151.68313816615515,159.880327351888,0.03266810416475537
2022-09-22,150.5370635986328,152.24210790592508,148.73345555804372,150.18225521296424,86652500.0,151.52826363699776,159.3382603963216,0.023362629246084777
2022-09-23,148.26034545898438,149.28535399224103,146.41732122459263,149.00939362683624,96029900.0,150.84116690499442,158.74494171142578,0.019247328627018015
2022-09-26,148.595458984375,151.55219019297488,147.48175208341434,147.50146783564452,93339400.0,150.6158905029297,158.04419657389323,0.027595915954518373
2022-09-27,149.57118225097656,152.48849721993565,147.78729002305445,150.5370586818527,84442700.0,150.76513453892298,157.3401652018229,0.031229567244413895
2022-09-28,147.67886352539062,148.46732818361193,142.75097820989805,145.5105969943164,146691400.0,150.11183602469308,156.57831319173178,0.039284767513785644
2022-09-29,140.42501831054688,144.6038705485337,138.65097655674526,143.99281757061257,128138200.0,148.08154950823103,155.5247314453125,0.04134160364539854
2022-09-30,136.20677185058594,141.03610936010895,136.00965940990883,139.2423515609022,124925300.0,145.8963862827846,154.34368286132812,0.03609857125977677
2022-10-03,140.39544677734375,141.00651477037042,135.7041054662748,136.21660973950978,114311700.0,144.4475838797433,153.38865712483724,0.038926305053660785
2022-10-04,143.9928436279297,144.1111080866803,142.17937004103229,142.93826874168496,87830100.0,143.8379407610212,152.68331247965494,0.013514491693886502
2022-10-05,144.2884979248047,145.2543744211321,140.94739177527688,141.99211625326663,79471000.0,143.222660609654,151.99899393717448,0.030332547746333975
2022-10-06,143.33248901367188,145.41205756578128,143.12552621752397,143.7070131726072,68402200.0,142.33141871861048,151.2729522705078,0.01591106305654651
2022-10-07,138.06948852539062,141.03608513942643,137.43871980031912,140.4841493461153,85925600.0,140.95865086146765,150.28934580485026,0.02560691263641686
2022-10-10,138.39476013183594,139.84355993945272,136.57145118339125,138.39476013183594,74899000.0,140.66861397879464,149.52716674804688,0.02364329944966438
2022-10-11,136.97549438476562,139.31132222277216,136.22646123968164,137.8822234673554,77033700.0,140.77843148367745,148.79126841227213,0.02237315953800879
2022-10-12,136.34471130371094,138.33558094843937,136.1673146717475,137.12332551389028,70433700.0,140.1997549874442,148.11548970540363,0.01581252692469325
2022-10-13,140.92770385742188,141.51904121552016,132.43201728601596,133.04308543971524,113224000.0,139.76187787737166,147.647998046875,0.06830136191949433
2022-10-14,136.38417053222656,142.43561361849277,136.19690846794035,142.22863580040965,88598000.0,138.63268824986048,147.00474446614584,0.04386391752577332
2022-10-17,140.3560333251953,140.83895646188824,138.24689900930798,139.03536366842835,85250900.0,138.20748029436385,146.56451975504558,0.018643152246947795
2022-10-18,141.67674255371094,144.58419269750462,138.5820303092168,143.39165253838607,99136600.0,138.7228022984096,146.2103693644206,0.04185852022788447
2022-10-19,141.7851104736328,142.8593858144363,139.45914810857732,139.6464101482739,61758300.0,139.20713806152344,145.81285247802734,0.024348908806525543
2022-10-20,141.32191467285156,143.78585768272674,140.59258212799125,140.95725591977873,64522000.0,139.82805524553572,145.4491744995117,0.022654211972974576
2022-10-21,145.1459503173828,145.71758686598037,140.59257368233722,140.80940185727815,86548600.0,141.0853751046317,145.11736399332682,0.0363968109802623
