Date,Open,High,Low,Close,Volume,MA_7,MA_30,Volatility,Ticker,load_timestamp,Signal,Position
2022-02-14,164.48555705147456,166.65747672658372,163.68951891129095,165.96954345703125,86185500,169.1480974469866,167.7382369995117,0.0180438809856355,AAPL,2025-07-30T18:09:23.688587,1,1.0
